,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
1839,S1467,True Balance,2014,Gurugram,Financial Services,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.","Cheolwon Lee, Jay Yi, Martin Lee","Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000.0,,nov_2021.csv,2021,11.0,India,Asia
1840,S1191,Recordent,2018,Hyderabad,Financial Services,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,,nov_2021.csv,2021,11.0,,Asia
1841,S0787,Koparo,2020,New Delhi,Consumer Goods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara,"Saama Capital, Titan Capital, DSG Consumer Partners",700000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1842,S0691,Indifi,2015,Gurugram,Financial Services,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000.0,,nov_2021.csv,2021,11.0,India,Asia
1843,S1266,Settl,2020,Bangalore,Real Estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",500000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1844,S1056,Park+,2019,New Delhi,Tech,Building an eco-system for car owners which will be a one-stop solution for all their needs.,Amit Lakhotia,"Sequoia Capital, Matrix Partners",25000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1845,S1287,Simple Energy,2019,Bangalore,Automotive,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,Suhas Rajkumar,,21000000.0,Pre-series,nov_2021.csv,2021,11.0,India,Asia
1846,S0386,Dream Sports,2008,Mumbai,Sports,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000.0,,nov_2021.csv,2021,11.0,India,Asia
1847,S1334,Spinny,2015,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series E,nov_2021.csv,2021,11.0,India,Asia
1848,S1200,Rentomojo,2014,Bangalore,Furniture Rental,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",Geetansh Bamania,"Accel, Bain Capital",10000000.0,,nov_2021.csv,2021,11.0,India,Asia
1849,S1304,Slice,2015,Bangalore,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",220000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1850,S0004,21K School,2020,Bangalore,E-learning,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1851,S0030,Adda247,2016,Gurugram,E-learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1852,S0852,Loop Health,2018,Pune,Hospital & Health Care,India's first health insurance with unlimited primary care for employees.,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",12000000.0,,oct_2021.csv,2021,10.0,India,Asia
1853,S1217,Rupifi,2020,Bangalore,Financial Services,Embedded Lending for Small Businesses,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,1000000.0,Debt,oct_2021.csv,2021,10.0,India,Asia
1854,S1171,RENEE Cosmetics,2019,Ahmedabad,Cosmetics,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",1500000.0,Pre-series A,oct_2021.csv,2021,10.0,India,Asia
1855,S1389,Svish,2020,Gurugram,Consumer Goods,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1856,S1140,Progcap,2016,New Delhi,FinTech,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,30000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1857,S1315,Smartstaff,2020,Bangalore,Recruitment,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",4300000.0,,oct_2021.csv,2021,10.0,India,Asia
1858,S0400,D’Moksha Homes,2020,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1859,S0019,ANS Commerce,2017,Gurugram,E-commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1860,S0928,Mobileware Technologies,2008,Mumbai,Information Technology & Services,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.","Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,4700000.0,,oct_2021.csv,2021,10.0,India,Asia
1861,S0606,GramCover,2016,Noida,Insurance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,oct_2021.csv,2021,10.0,India,Asia
1862,S0128,BYJU'S,2011,Bangalore,EdTech,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",300000000.0,,oct_2021.csv,2021,10.0,India,Asia
1863,S0669,Hyperface,2021,Bangalore,Information Technology & Services,Empowering Brands and Fintechs to offer banking products contextually to their customers.,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",1300000.0,,oct_2021.csv,2021,10.0,India,Asia
1864,S0832,Licious,2015,Bangalore,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Vivek Gupta, Abhay",,52000000.0,Series G,oct_2021.csv,2021,10.0,India,Asia
1865,S0250,Chalo,2014,Mumbai,Mobility,India’s #1 bus transport technology company.,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",40000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1866,S0750,Kaar Technologies,2005,Chennai,Information Technology & Services,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",Maran Nagarajan,BlackSoil,4000000.0,,oct_2021.csv,2021,10.0,India,Asia
1867,S0774,Kissan Pro,2021,Jharkhand,Farming,"Full stack solution on agri advisory, input purchase and market linkage",Ravi Dasoundhi,EKKI,,,oct_2021.csv,2021,10.0,India,Asia
1868,S1370,Sunstone Eduversity,2011,Gurugram,EdTech,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,"Ashish Munjal, Piyush Nangru",WestBridge Capital,28000000.0,Series B,oct_2021.csv,2021,10.0,India,Asia
1869,S1045,Ozonetel,2007,Hyderabad,Telecommunications,Ozonetel is leading Cloud Telephony solution provider.,"CSN Murthy, Atul Sharma",Stakeboat Capital,5000000.0,Series A,oct_2021.csv,2021,10.0,,Asia
1870,S0289,CoinSwitch Kuber,2017,Bangalore,Crypto,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1871,S1065,Pazcare,2020,Bangalore,Insurance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3500000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1872,S1672,kWh Bikes,2020,Bangalore,Automotive,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",2000000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1873,S0673,IBSFINtech,2006,Bangalore,Information Technology & Services,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.","C M Grover, TM Manjunath",,1000000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1874,S0810,LeadSquared,2011,Bangalore,Computer Software,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",Nilesh Patel,International Finance Corporation,,,oct_2021.csv,2021,10.0,India,Asia
1875,S1087,Phool.co,2017,Kanpur,Renewables & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",,,oct_2021.csv,2021,10.0,India,Asia
1876,S1481,Twin Health,2018,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1877,S1462,Trica,2021,Mumbai,Equity Management,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3000000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1878,S1675,mHealth,2020,New Delhi,"Health, Wellness & Fitness",mHealth  is AI based corporate wellness platform  to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,,Seed,oct_2021.csv,2021,10.0,India,Asia
1879,S1187,Rebel Foods,2011,Mumbai,Cloud kitchen,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.","Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,175000000.0,Series F,oct_2021.csv,2021,10.0,India,Asia
1880,S1139,ProfitWheel,2020,Mumbai,Marketing & Advertising,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1881,S0850,Log 9 Materials,2014,Bangalore,Nanotechnology,Log9 Materials is on a mission to make global energy 100% clean.,Akshay Singhal,Petronas Ventures,2000000.0,,oct_2021.csv,2021,10.0,India,Asia
1882,S0257,Chingari,2018,Bangalore,Entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.","Biswatma Nayak, Siddharth Gautam, Sumit Ghosh",Solana,19000000.0,,oct_2021.csv,2021,10.0,India,Asia
1883,S0727,Ishitva,2018,Ahmedabad,Computer Software,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,1000000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1884,S1019,Ola Electric,2017,Bangalore,Automotive,Sustainability for the future.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,,oct_2021.csv,2021,10.0,India,Asia
1885,S1673,leap.club,2014,Gurugram,Community,A community-led professional network for women,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",810000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1886,S0469,F5,2018,New Delhi,Retail,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1887,S0534,ForeignAdmits,2018,Bangalore,Higher Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1888,S1222,SALT,2019,Bangalore,Financial Services,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",500000.0,Pre-seed,oct_2021.csv,2021,10.0,India,Asia
1889,S0408,EarnWealth,2014,Pune,Financial Services,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",Rajesh P Nair,,500000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1890,S1543,Visit Health,2015,New Delhi,"Health, Wellness & Fitness","Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.","Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,7500000.0,,oct_2021.csv,2021,10.0,India,Asia
1891,S0310,Crater.Club,2020,Bangalore,Media,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.","Vignesh Prasad, Vivan Puri",LC Nueva AIF,700000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1892,S0953,NFTically,2021,Gurugram,NFT,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1893,S1202,ReshaMandi,2020,Bangalore,B2B,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A,oct_2021.csv,2021,10.0,India,Asia
1894,S1629,Zetwerk,2018,Bangalore,Mechanical Or Industrial Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,Amrit Acharya,TradeCred,600000000.0,,oct_2021.csv,2021,10.0,India,Asia
1895,S0663,Hubilo,2020,Ahmedabad,Software,Hubilo is the leading hybrid event platform built for engagement and event excellence.,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,125000000.0,Series B,oct_2021.csv,2021,10.0,India,Asia
1896,S0857,M2P Fintech,2015,Chennai,Financial Services,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",Madhusudanan R,Tiger Global,35000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1897,S1031,Open Financial Technologies,2017,Bangalore,Financial Services,Open is Asia’s first neobanking platform for SMEs and startups.,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series C,oct_2021.csv,2021,10.0,India,Asia
1898,S0988,Niro,2021,Bangalore,Financial Services,Embedding personal credit products into leading consumer internet platforms.,"Aditya Kumar, Sankalp Mathur",Elevar Equity,3500000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
1899,S1583,Wiingy,2021,Bangalore,E-learning,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,Asit Biswal,Aroa Ventures,400000.0,,oct_2021.csv,2021,10.0,India,Asia
1900,S0233,CarDekho,2008,Jaipur,Automotive,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,"Amit Jain, Anurag Jain",,250000000.0,Series E,oct_2021.csv,2021,10.0,India,Asia
1901,S0895,Melorra,2015,Bangalore,D2C jewellery,A company that styles jewellery for the contemporary wardrobe.,"Saroja Yeramilli, R Krishnakumar","9Unicorns, Symphony International Holdings Limited, Value Quest",24000000.0,,oct_2021.csv,2021,10.0,India,Asia
1902,S0059,AnKa SumMor,2017,Bangalore,Sales and Distribution,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.","Rajiv Joshi, Ashok George",Inflection Point Ventures,1000000.0,Pre-Series A,oct_2021.csv,2021,10.0,India,Asia
1903,S1448,Toch.ai,2016,Mumbai,SaaS,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.","Vinayak Shrivastav, Saket Dandotia, Alok Patil",,11000000.0,Series A,oct_2021.csv,2021,10.0,India,Asia
1904,S1103,Playto Labs,2021,Bangalore,E-learning,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed,oct_2021.csv,2021,10.0,India,Asia
